code,date,open,close,high,low,volume
SH.688122,2021-03-18 11:00:00,49.95,50.29,50.38,49.6,381800.0
SH.688122,2021-03-18 11:30:00,50.23,50.38,50.39,49.83,313100.0
SH.688122,2021-03-18 13:30:00,50.38,50.06,50.4,50.0,382500.0
SH.688122,2021-03-18 14:00:00,50.06,49.84,50.23,49.65,351300.0
SH.688122,2021-03-18 14:30:00,49.84,49.83,50.06,49.63,275900.0
SH.688122,2021-03-18 15:00:00,49.81,49.65,50.06,49.54,326800.0
SH.688122,2021-03-19 10:00:00,48.6,51.4,51.61,48.32,1474900.0
SH.688122,2021-03-19 10:30:00,51.4,51.8,51.84,50.82,725500.0
SH.688122,2021-03-19 11:00:00,51.8,51.7,52.25,51.4,512000.0
SH.688122,2021-03-19 11:30:00,51.63,51.83,51.85,51.34,277000.0
SH.688122,2021-03-19 13:30:00,51.8,52.04,52.45,51.77,759700.0
SH.688122,2021-03-19 14:00:00,51.97,51.87,52.04,51.2,763000.0
SH.688122,2021-03-19 14:30:00,51.87,51.1,51.87,50.9,631000.0
SH.688122,2021-03-19 15:00:00,51.1,51.49,51.77,51.0,1160900.0
SH.688122,2021-03-22 10:00:00,50.86,53.03,53.19,50.06,1305400.0
SH.688122,2021-03-22 10:30:00,53.01,53.0,53.28,52.66,769700.0
SH.688122,2021-03-22 11:00:00,53.07,53.0,53.17,52.41,407100.0
SH.688122,2021-03-22 11:30:00,53.0,52.85,53.16,52.69,207300.0
SH.688122,2021-03-22 13:30:00,52.72,51.71,52.72,51.7,670400.0
SH.688122,2021-03-22 14:00:00,51.71,51.46,52.0,51.37,482300.0
SH.688122,2021-03-22 14:30:00,51.48,51.57,51.58,51.33,302800.0
SH.688122,2021-03-22 15:00:00,51.56,51.48,51.87,51.44,357700.0
SH.688122,2021-03-23 10:00:00,51.48,51.89,52.36,51.25,536500.0
SH.688122,2021-03-23 10:30:00,51.85,51.56,52.17,51.2,317500.0
SH.688122,2021-03-23 11:00:00,51.56,51.15,51.95,51.14,206300.0
SH.688122,2021-03-23 11:30:00,51.2,51.18,51.22,50.83,165600.0
SH.688122,2021-03-23 13:30:00,51.07,51.15,51.55,50.8,160300.0
SH.688122,2021-03-23 14:00:00,51.15,50.36,51.26,50.3,300600.0
SH.688122,2021-03-23 14:30:00,50.47,50.36,50.47,49.7,493400.0
SH.688122,2021-03-23 15:00:00,50.36,50.53,50.74,50.13,293000.0
SH.688122,2021-03-24 10:00:00,50.0,49.88,51.36,49.73,513600.0
SH.688122,2021-03-24 10:30:00,50.0,49.68,50.16,49.4,476200.0
SH.688122,2021-03-24 11:00:00,49.68,49.39,49.82,49.2,322000.0
SH.688122,2021-03-24 11:30:00,49.26,49.25,49.39,48.8,453200.0
SH.688122,2021-03-24 13:30:00,49.25,49.05,49.4,48.23,999600.0
SH.688122,2021-03-24 14:00:00,49.11,49.33,49.49,48.87,377900.0
SH.688122,2021-03-24 14:30:00,49.3,49.53,49.55,49.13,234200.0
SH.688122,2021-03-24 15:00:00,49.53,49.21,49.62,49.1,311100.0
SH.688122,2021-03-25 10:00:00,49.31,50.58,51.33,49.12,1010000.0
SH.688122,2021-03-25 10:30:00,50.66,51.26,51.34,50.65,542500.0
SH.688122,2021-03-25 11:00:00,51.3,51.26,51.52,50.81,459200.0
SH.688122,2021-03-25 11:30:00,51.26,50.23,51.47,50.23,354700.0
SH.688122,2021-03-25 13:30:00,50.22,50.6,50.65,50.07,151200.0
SH.688122,2021-03-25 14:00:00,50.5,50.16,50.63,50.15,110500.0
SH.688122,2021-03-25 14:30:00,50.15,50.48,50.64,50.01,307300.0
SH.688122,2021-03-25 15:00:00,50.58,50.82,51.15,50.42,601400.0
SH.688122,2021-03-26 10:00:00,50.99,51.71,51.9,50.5,485700.0
SH.688122,2021-03-26 10:30:00,51.66,52.41,52.42,51.64,561200.0
SH.688122,2021-03-26 11:00:00,52.4,53.02,53.05,52.18,548100.0
SH.688122,2021-03-26 11:30:00,53.03,53.4,53.44,53.01,541800.0
SH.688122,2021-03-26 13:30:00,53.4,53.08,53.45,52.86,252000.0
SH.688122,2021-03-26 14:00:00,53.1,53.0,53.12,52.76,187800.0
SH.688122,2021-03-26 14:30:00,53.0,53.38,53.4,52.95,398600.0
SH.688122,2021-03-26 15:00:00,53.39,53.23,53.43,53.03,381100.0
SH.688122,2021-03-29 10:00:00,53.94,53.22,53.94,52.6,1105300.0
SH.688122,2021-03-29 10:30:00,53.14,55.1,55.1,53.09,698500.0
SH.688122,2021-03-29 11:00:00,55.09,54.84,55.21,54.3,586900.0
SH.688122,2021-03-29 11:30:00,54.88,54.12,54.88,54.01,252300.0
SH.688122,2021-03-29 13:30:00,54.12,53.32,54.12,53.2,287600.0
SH.688122,2021-03-29 14:00:00,53.32,53.1,53.49,53.0,235200.0
SH.688122,2021-03-29 14:30:00,53.09,53.19,53.5,53.04,187900.0
SH.688122,2021-03-29 15:00:00,53.11,53.12,53.46,53.09,208000.0
SH.688122,2021-03-30 10:00:00,53.38,54.8,55.68,52.7,1044600.0
SH.688122,2021-03-30 10:30:00,54.8,55.34,55.49,54.72,575900.0
SH.688122,2021-03-30 11:00:00,55.34,55.47,55.64,55.06,620600.0
SH.688122,2021-03-30 11:30:00,55.42,54.59,55.47,54.52,260700.0
SH.688122,2021-03-30 13:30:00,54.59,54.16,54.98,53.98,418700.0
SH.688122,2021-03-30 14:00:00,54.16,53.93,54.38,53.91,293000.0
SH.688122,2021-03-30 14:30:00,53.94,54.02,54.28,53.91,223000.0
SH.688122,2021-03-30 15:00:00,54.05,54.2,54.48,53.75,268000.0
SH.688122,2021-03-31 10:00:00,53.8,52.05,54.0,52.0,1079800.0
SH.688122,2021-03-31 10:30:00,52.05,51.46,52.14,51.45,566500.0
SH.688122,2021-03-31 11:00:00,51.46,50.9,51.46,50.6,660100.0
SH.688122,2021-03-31 11:30:00,50.89,51.54,51.66,50.78,496400.0
SH.688122,2021-03-31 13:30:00,51.52,50.55,51.55,50.43,744300.0
SH.688122,2021-03-31 14:00:00,50.53,50.38,50.7,50.17,1044400.0
SH.688122,2021-03-31 14:30:00,50.4,50.47,50.79,50.39,735800.0
SH.688122,2021-03-31 15:00:00,50.47,50.56,50.79,50.34,459800.0
SH.688122,2021-04-01 10:00:00,51.26,51.28,51.66,50.77,640100.0
SH.688122,2021-04-01 10:30:00,51.26,51.6,51.86,51.04,350300.0
SH.688122,2021-04-01 11:00:00,51.68,51.08,51.78,50.92,260800.0
SH.688122,2021-04-01 11:30:00,51.12,50.37,51.44,50.37,394100.0
SH.688122,2021-04-01 13:30:00,50.53,50.45,50.6,50.31,308700.0
SH.688122,2021-04-01 14:00:00,50.46,50.66,50.81,50.35,322200.0
SH.688122,2021-04-01 14:30:00,50.66,50.61,50.82,50.57,331700.0
SH.688122,2021-04-01 15:00:00,50.61,51.12,51.33,50.6,329400.0
SH.688122,2021-04-02 10:00:00,51.6,51.1,52.58,51.03,1026000.0
SH.688122,2021-04-02 10:30:00,51.06,51.14,51.47,51.03,461600.0
SH.688122,2021-04-02 11:00:00,51.14,51.11,51.49,51.1,428400.0
SH.688122,2021-04-02 11:30:00,51.16,50.43,51.19,50.4,676200.0
SH.688122,2021-04-02 13:30:00,50.43,50.08,50.6,50.08,588600.0
SH.688122,2021-04-02 14:00:00,50.08,49.91,50.29,49.8,593700.0
SH.688122,2021-04-02 14:30:00,49.92,50.01,50.1,49.7,385500.0
SH.688122,2021-04-02 15:00:00,50.01,50.34,50.61,50.0,301900.0
SH.688122,2021-04-06 10:00:00,50.5,51.39,51.67,50.5,856400.0
SH.688122,2021-04-06 10:30:00,51.3,51.31,51.5,50.85,303700.0
SH.688122,2021-04-06 11:00:00,51.31,51.53,51.55,51.2,208100.0
SH.688122,2021-04-06 11:30:00,51.53,51.21,51.56,50.97,276900.0
SH.688122,2021-04-06 13:30:00,51.2,51.26,51.48,51.04,185000.0
SH.688122,2021-04-06 14:00:00,51.29,50.94,51.37,50.93,255300.0
SH.688122,2021-04-06 14:30:00,50.94,50.99,51.05,50.8,190100.0
SH.688122,2021-04-06 15:00:00,50.99,50.94,51.0,50.9,180200.0
SH.688122,2021-04-07 10:00:00,50.94,50.64,51.48,50.2,554500.0
SH.688122,2021-04-07 10:30:00,50.56,50.31,50.8,50.15,364200.0
SH.688122,2021-04-07 11:00:00,50.25,50.05,50.58,50.05,199400.0
SH.688122,2021-04-07 11:30:00,50.05,50.32,50.32,50.04,88000.0
SH.688122,2021-04-07 13:30:00,50.38,50.21,50.43,50.0,177000.0
SH.688122,2021-04-07 14:00:00,50.22,50.33,50.43,50.09,158300.0
SH.688122,2021-04-07 14:30:00,50.34,50.42,50.51,50.21,161000.0
SH.688122,2021-04-07 15:00:00,50.43,50.48,50.79,50.34,425100.0
SH.688122,2021-04-08 10:00:00,50.35,51.36,52.77,49.94,1447900.0
SH.688122,2021-04-08 10:30:00,51.37,51.59,51.64,51.14,323800.0
SH.688122,2021-04-08 11:00:00,51.6,51.65,51.87,51.25,348300.0
SH.688122,2021-04-08 11:30:00,51.64,51.3,51.68,51.27,169900.0
SH.688122,2021-04-08 13:30:00,51.31,51.37,51.59,51.0,188700.0
SH.688122,2021-04-08 14:00:00,51.39,51.1,51.49,51.01,168600.0
SH.688122,2021-04-08 14:30:00,51.08,51.15,51.33,51.0,183900.0
SH.688122,2021-04-08 15:00:00,51.15,51.05,51.29,51.05,259800.0
SH.688122,2021-04-09 10:00:00,51.06,51.95,52.0,50.7,720400.0
SH.688122,2021-04-09 10:30:00,51.99,51.81,52.07,51.35,436300.0
SH.688122,2021-04-09 11:00:00,51.81,52.03,52.25,51.73,446100.0
SH.688122,2021-04-09 11:30:00,52.0,52.38,52.38,51.9,301700.0
SH.688122,2021-04-09 13:30:00,52.38,52.4,52.49,52.23,266200.0
SH.688122,2021-04-09 14:00:00,52.4,52.25,52.45,52.1,286200.0
SH.688122,2021-04-09 14:30:00,52.25,52.5,52.5,52.12,336900.0
SH.688122,2021-04-09 15:00:00,52.5,52.77,53.25,52.5,705000.0
SH.688122,2021-04-12 10:00:00,52.52,51.5,53.48,51.25,1217200.0
SH.688122,2021-04-12 10:30:00,51.43,50.77,51.43,50.64,813600.0
SH.688122,2021-04-12 11:00:00,50.78,49.45,50.78,49.22,804200.0
SH.688122,2021-04-12 11:30:00,49.5,48.38,49.5,48.33,704500.0
SH.688122,2021-04-12 13:30:00,48.36,48.69,49.13,48.28,527600.0
SH.688122,2021-04-12 14:00:00,48.66,49.68,49.99,48.47,550200.0
SH.688122,2021-04-12 14:30:00,49.69,50.45,50.68,49.68,440800.0
SH.688122,2021-04-12 15:00:00,50.45,49.82,50.7,49.66,402900.0
SH.688122,2021-04-13 10:00:00,49.65,49.78,50.29,48.96,531900.0
SH.688122,2021-04-13 10:30:00,49.7,49.86,50.08,49.63,217100.0
SH.688122,2021-04-13 11:00:00,49.92,49.87,50.08,49.62,158800.0
SH.688122,2021-04-13 11:30:00,49.87,50.05,50.22,49.79,169900.0
SH.688122,2021-04-13 13:30:00,50.02,49.17,50.1,49.16,136100.0
SH.688122,2021-04-13 14:00:00,49.2,49.45,49.5,49.18,129800.0
SH.688122,2021-04-13 14:30:00,49.43,49.7,49.75,49.3,160200.0
SH.688122,2021-04-13 15:00:00,49.7,49.39,49.7,49.3,191900.0
SH.688122,2021-04-14 10:00:00,49.8,51.71,52.0,49.4,1172100.0
SH.688122,2021-04-14 10:30:00,52.0,51.31,52.03,50.95,493200.0
SH.688122,2021-04-14 11:00:00,51.38,51.95,52.26,51.31,762900.0
SH.688122,2021-04-14 11:30:00,51.95,52.34,52.46,51.86,513100.0
SH.688122,2021-04-14 13:30:00,52.35,52.46,52.49,52.05,364600.0
SH.688122,2021-04-14 14:00:00,52.45,52.67,52.67,52.37,354200.0
SH.688122,2021-04-14 14:30:00,52.67,52.6,52.72,52.45,241300.0
SH.688122,2021-04-14 15:00:00,52.61,52.41,52.71,52.18,448100.0
SH.688122,2021-04-15 10:00:00,52.31,51.8,52.68,51.58,531700.0
SH.688122,2021-04-15 10:30:00,51.81,52.31,53.3,51.68,685300.0
SH.688122,2021-04-15 11:00:00,52.26,52.7,53.0,51.88,278000.0
SH.688122,2021-04-15 11:30:00,52.7,52.55,52.7,52.24,155200.0
SH.688122,2021-04-15 13:30:00,52.54,52.36,52.64,52.22,145200.0
SH.688122,2021-04-15 14:00:00,52.36,52.63,52.63,52.23,264800.0
SH.688122,2021-04-15 14:30:00,52.53,52.93,52.93,52.43,488100.0
SH.688122,2021-04-15 15:00:00,52.93,52.82,53.18,52.79,496200.0
SH.688122,2021-04-16 10:00:00,52.45,52.97,53.39,52.45,451900.0
SH.688122,2021-04-16 10:30:00,52.99,52.86,53.2,52.67,273600.0
SH.688122,2021-04-16 11:00:00,52.87,52.41,52.87,52.05,369000.0
SH.688122,2021-04-16 11:30:00,52.41,52.65,52.9,52.29,139900.0
SH.688122,2021-04-16 13:30:00,52.65,52.7,52.88,52.34,166500.0
SH.688122,2021-04-16 14:00:00,52.69,52.66,52.74,52.45,156300.0
SH.688122,2021-04-16 14:30:00,52.66,52.57,52.77,52.56,136500.0
SH.688122,2021-04-16 15:00:00,52.56,52.47,52.69,52.46,298600.0
SH.688122,2021-04-19 10:00:00,52.0,51.4,52.44,51.21,921800.0
SH.688122,2021-04-19 10:30:00,51.4,52.11,52.22,51.32,624100.0
SH.688122,2021-04-19 11:00:00,52.11,52.05,52.12,51.83,261000.0
SH.688122,2021-04-19 11:30:00,52.0,52.12,52.19,52.0,329900.0
SH.688122,2021-04-19 13:30:00,52.15,52.14,52.17,51.96,567100.0
SH.688122,2021-04-19 14:00:00,52.17,51.55,52.17,51.54,372600.0
SH.688122,2021-04-19 14:30:00,51.56,51.34,51.83,51.2,671500.0
SH.688122,2021-04-19 15:00:00,51.23,51.68,51.78,51.19,533300.0
SH.688122,2021-04-20 10:00:00,51.31,50.3,51.68,49.88,1377800.0
SH.688122,2021-04-20 10:30:00,50.42,50.28,50.42,50.01,422900.0
SH.688122,2021-04-20 11:00:00,50.3,50.01,50.3,50.0,424800.0
SH.688122,2021-04-20 11:30:00,50.0,50.3,50.46,50.0,260700.0
SH.688122,2021-04-20 13:30:00,50.3,50.13,50.4,50.04,319100.0
SH.688122,2021-04-20 14:00:00,50.18,50.22,50.39,50.09,174700.0
SH.688122,2021-04-20 14:30:00,50.2,49.99,50.22,49.9,371400.0
SH.688122,2021-04-20 15:00:00,49.93,50.19,50.28,49.9,342300.0
SH.688122,2021-04-21 10:00:00,49.91,49.34,50.18,49.15,531800.0
SH.688122,2021-04-21 10:30:00,49.4,49.5,49.72,49.02,304500.0
SH.688122,2021-04-21 11:00:00,49.5,50.24,50.27,49.4,235400.0
SH.688122,2021-04-21 11:30:00,50.24,49.9,50.28,49.88,165300.0
SH.688122,2021-04-21 13:30:00,49.9,49.75,49.96,49.7,141700.0
SH.688122,2021-04-21 14:00:00,49.72,50.05,50.12,49.7,147100.0
SH.688122,2021-04-21 14:30:00,50.09,50.2,50.25,49.98,200000.0
SH.688122,2021-04-21 15:00:00,50.2,50.35,50.66,50.11,441700.0
SH.688122,2021-04-22 10:00:00,50.35,50.1,50.79,49.81,426800.0
SH.688122,2021-04-22 10:30:00,50.1,50.0,50.1,49.65,356200.0
SH.688122,2021-04-22 11:00:00,50.01,50.24,50.65,49.98,316900.0
SH.688122,2021-04-22 11:30:00,50.37,50.16,50.4,50.12,96100.0
SH.688122,2021-04-22 13:30:00,50.31,50.19,50.36,50.01,129200.0
SH.688122,2021-04-22 14:00:00,50.34,50.1,50.34,50.0,106500.0
SH.688122,2021-04-22 14:30:00,50.1,49.99,50.14,49.95,202900.0
SH.688122,2021-04-22 15:00:00,49.99,50.01,50.23,49.78,363600.0
SH.688122,2021-04-23 10:00:00,50.01,49.45,50.29,49.16,505100.0
SH.688122,2021-04-23 10:30:00,49.45,49.33,49.71,49.31,400000.0
SH.688122,2021-04-23 11:00:00,49.31,49.2,49.44,49.16,461100.0
SH.688122,2021-04-23 11:30:00,49.16,48.89,49.37,48.78,424900.0
SH.688122,2021-04-23 13:30:00,48.94,48.31,48.99,48.29,578900.0
SH.688122,2021-04-23 14:00:00,48.3,48.31,48.58,48.03,355200.0
SH.688122,2021-04-23 14:30:00,48.26,48.46,48.49,48.26,230500.0
SH.688122,2021-04-23 15:00:00,48.46,48.78,48.84,48.46,469600.0
SH.688122,2021-04-26 10:00:00,50.66,52.31,53.0,50.6,3053200.0
SH.688122,2021-04-26 10:30:00,52.32,52.28,52.5,52.06,757700.0
SH.688122,2021-04-26 11:00:00,52.3,52.71,52.75,52.23,1108300.0
SH.688122,2021-04-26 11:30:00,52.71,52.96,53.1,52.58,1137000.0
SH.688122,2021-04-26 13:30:00,52.91,52.83,53.0,52.59,1293200.0
SH.688122,2021-04-26 14:00:00,52.82,51.68,52.9,51.6,1365400.0
SH.688122,2021-04-26 14:30:00,51.7,51.18,52.0,51.01,1095100.0
SH.688122,2021-04-26 15:00:00,51.17,51.44,51.84,50.71,1283100.0
SH.688122,2021-04-27 10:00:00,51.6,51.56,52.28,51.02,1436900.0
SH.688122,2021-04-27 10:30:00,51.51,51.29,51.51,50.8,564700.0
SH.688122,2021-04-27 11:00:00,51.26,52.88,52.98,51.24,1196900.0
SH.688122,2021-04-27 11:30:00,52.82,53.1,53.57,52.72,1005500.0
SH.688122,2021-04-27 13:30:00,53.11,53.25,53.27,52.8,511700.0
SH.688122,2021-04-27 14:00:00,53.25,53.25,53.48,53.09,374100.0
SH.688122,2021-04-27 14:30:00,53.29,53.27,53.45,52.81,366800.0
SH.688122,2021-04-27 15:00:00,53.31,53.1,53.4,53.01,448800.0
SH.688122,2021-04-28 10:00:00,52.79,52.5,53.1,52.31,751200.0
SH.688122,2021-04-28 10:30:00,52.57,52.51,52.89,52.1,495800.0
SH.688122,2021-04-28 11:00:00,52.56,52.72,53.09,52.45,529300.0
SH.688122,2021-04-28 11:30:00,52.72,53.14,53.17,52.65,260400.0
SH.688122,2021-04-28 13:30:00,53.16,53.6,53.8,52.86,512100.0
SH.688122,2021-04-28 14:00:00,53.59,53.31,53.68,53.2,400500.0
SH.688122,2021-04-28 14:30:00,53.26,53.49,53.49,53.16,316300.0
SH.688122,2021-04-28 15:00:00,53.5,53.6,53.66,53.45,554300.0
SH.688122,2021-04-29 10:00:00,53.6,52.7,55.0,52.58,875400.0
SH.688122,2021-04-29 10:30:00,52.64,52.98,53.18,52.64,246400.0
SH.688122,2021-04-29 11:00:00,52.95,52.92,52.99,52.67,242300.0
SH.688122,2021-04-29 11:30:00,52.88,53.36,53.39,52.65,218700.0
SH.688122,2021-04-29 13:30:00,53.37,52.86,53.38,52.8,179800.0
SH.688122,2021-04-29 14:00:00,52.92,53.08,53.08,52.61,266800.0
SH.688122,2021-04-29 14:30:00,53.07,52.78,53.14,52.72,204400.0
SH.688122,2021-04-29 15:00:00,52.85,52.5,53.08,52.5,382700.0
SH.688122,2021-04-30 10:00:00,52.5,52.15,52.74,51.69,464100.0
SH.688122,2021-04-30 10:30:00,52.18,52.15,52.28,51.9,231900.0
SH.688122,2021-04-30 11:00:00,52.12,52.22,52.75,52.04,326600.0
SH.688122,2021-04-30 11:30:00,52.22,52.25,52.36,51.98,269900.0
SH.688122,2021-04-30 13:30:00,52.29,51.78,52.29,51.76,541700.0
SH.688122,2021-04-30 14:00:00,51.78,52.26,52.27,51.78,326800.0
SH.688122,2021-04-30 14:30:00,52.25,52.6,52.6,52.0,273900.0
SH.688122,2021-04-30 15:00:00,52.6,53.14,53.77,52.55,1107600.0
SH.688122,2021-05-06 10:00:00,53.35,53.72,54.38,52.82,863400.0
SH.688122,2021-05-06 10:30:00,53.73,53.04,53.96,53.01,380800.0
SH.688122,2021-05-06 11:00:00,53.04,52.45,53.19,52.35,437300.0
SH.688122,2021-05-06 11:30:00,52.5,52.74,52.82,52.4,219000.0
SH.688122,2021-05-06 13:30:00,52.74,53.72,53.8,52.6,299800.0
SH.688122,2021-05-06 14:00:00,53.75,53.74,53.8,53.35,289700.0
SH.688122,2021-05-06 14:30:00,53.67,53.91,53.93,53.62,193300.0
SH.688122,2021-05-06 15:00:00,53.91,53.93,54.14,53.75,520200.0
SH.688122,2021-05-07 10:00:00,54.3,54.92,55.2,54.01,1118200.0
SH.688122,2021-05-07 10:30:00,54.94,53.7,55.05,53.55,595900.0
SH.688122,2021-05-07 11:00:00,53.71,53.42,53.77,53.3,455600.0
SH.688122,2021-05-07 11:30:00,53.46,54.23,54.49,53.46,273300.0
SH.688122,2021-05-07 13:30:00,54.26,53.48,54.26,53.3,314100.0
SH.688122,2021-05-07 14:00:00,53.47,52.71,53.47,52.55,430300.0
SH.688122,2021-05-07 14:30:00,52.69,52.31,53.1,52.11,442300.0
SH.688122,2021-05-07 15:00:00,52.32,52.02,52.52,52.01,400100.0
SH.688122,2021-05-10 10:00:00,52.52,50.37,52.52,49.85,1499500.0
SH.688122,2021-05-10 10:30:00,50.38,50.86,51.0,50.0,481000.0
SH.688122,2021-05-10 11:00:00,50.91,49.96,51.11,49.96,507600.0
SH.688122,2021-05-10 11:30:00,49.96,50.06,50.18,49.89,518700.0
SH.688122,2021-05-10 13:30:00,50.11,50.91,51.03,50.06,380900.0
SH.688122,2021-05-10 14:00:00,50.91,50.71,51.0,50.51,291900.0
SH.688122,2021-05-10 14:30:00,50.73,51.14,51.2,50.51,508800.0
SH.688122,2021-05-10 15:00:00,51.12,51.25,51.38,50.72,396600.0
SH.688122,2021-05-11 10:00:00,50.35,51.61,51.95,50.15,699700.0
SH.688122,2021-05-11 10:30:00,51.6,51.47,52.23,51.15,706800.0
SH.688122,2021-05-11 11:00:00,51.47,51.78,51.79,51.12,390100.0
SH.688122,2021-05-11 11:30:00,51.71,52.28,52.39,51.7,377000.0
SH.688122,2021-05-11 13:30:00,52.28,53.0,53.3,52.27,844000.0
SH.688122,2021-05-11 14:00:00,53.0,53.12,53.3,52.88,3289900.0
SH.688122,2021-05-11 14:30:00,53.12,53.3,53.34,53.02,482600.0
SH.688122,2021-05-11 15:00:00,53.3,53.2,53.36,53.04,398200.0
SH.688122,2021-05-12 10:00:00,53.19,53.96,54.26,53.0,615100.0
SH.688122,2021-05-12 10:30:00,53.98,53.24,54.16,53.24,364800.0
SH.688122,2021-05-12 11:00:00,53.23,53.27,53.6,53.18,159700.0
SH.688122,2021-05-12 11:30:00,53.27,52.06,53.27,51.89,649800.0
SH.688122,2021-05-12 13:30:00,52.06,52.0,52.19,51.78,308000.0
SH.688122,2021-05-12 14:00:00,51.95,51.92,52.16,51.81,364200.0
SH.688122,2021-05-12 14:30:00,51.92,52.2,52.28,51.56,681300.0
SH.688122,2021-05-12 15:00:00,52.21,51.97,52.28,51.93,420100.0
SH.688122,2021-05-13 10:00:00,51.33,51.75,51.91,51.05,578900.0
SH.688122,2021-05-13 10:30:00,51.68,52.22,52.32,51.34,313000.0
SH.688122,2021-05-13 11:00:00,52.24,51.77,52.43,51.77,181000.0
SH.688122,2021-05-13 11:30:00,51.83,52.53,52.59,51.79,249800.0
SH.688122,2021-05-13 13:30:00,52.4,53.34,53.76,52.39,1206100.0
SH.688122,2021-05-13 14:00:00,53.34,53.01,53.47,52.8,609400.0
SH.688122,2021-05-13 14:30:00,53.0,52.06,53.25,52.06,373600.0
SH.688122,2021-05-13 15:00:00,52.13,51.75,52.3,51.53,747900.0
SH.688122,2021-05-14 10:00:00,52.28,50.51,52.28,50.3,1000200.0
SH.688122,2021-05-14 10:30:00,50.51,51.46,51.59,50.46,432400.0
SH.688122,2021-05-14 11:00:00,51.41,52.66,52.68,51.41,433300.0
SH.688122,2021-05-14 11:30:00,52.66,52.47,52.66,52.15,311400.0
SH.688122,2021-05-14 13:30:00,52.5,53.15,53.3,52.34,615300.0
SH.688122,2021-05-14 14:00:00,53.1,53.06,53.21,52.8,317200.0
SH.688122,2021-05-14 14:30:00,53.07,53.13,53.2,52.81,327500.0
SH.688122,2021-05-14 15:00:00,53.15,53.17,53.19,53.0,512200.0
SH.688122,2021-05-17 10:00:00,53.17,54.91,54.95,53.17,1694100.0
SH.688122,2021-05-17 10:30:00,54.94,55.15,55.33,54.85,970200.0
SH.688122,2021-05-17 11:00:00,55.02,55.38,55.67,55.02,749100.0
SH.688122,2021-05-17 11:30:00,55.45,55.95,56.0,55.17,639900.0
SH.688122,2021-05-17 13:30:00,55.92,55.35,56.21,55.11,520300.0
SH.688122,2021-05-17 14:00:00,55.35,55.22,55.65,55.05,335800.0
SH.688122,2021-05-17 14:30:00,55.11,55.27,55.46,54.9,381300.0
SH.688122,2021-05-17 15:00:00,55.35,55.15,55.4,55.11,384900.0
SH.688122,2021-05-18 10:00:00,55.14,56.64,56.69,54.46,1154300.0
SH.688122,2021-05-18 10:30:00,56.57,58.08,58.2,56.57,1792500.0
SH.688122,2021-05-18 11:00:00,58.1,57.58,58.2,57.01,963600.0
SH.688122,2021-05-18 11:30:00,57.45,57.18,57.75,57.11,279700.0
SH.688122,2021-05-18 13:30:00,57.2,57.15,57.28,56.83,308300.0
SH.688122,2021-05-18 14:00:00,57.2,56.63,57.23,56.61,427800.0
SH.688122,2021-05-18 14:30:00,56.63,56.22,56.66,56.02,481500.0
SH.688122,2021-05-18 15:00:00,56.2,56.49,56.59,56.2,441000.0
SH.688122,2021-05-19 10:00:00,56.49,55.58,56.66,55.1,941200.0
SH.688122,2021-05-19 10:30:00,55.58,55.57,55.66,54.95,1045200.0
SH.688122,2021-05-19 11:00:00,55.58,55.75,55.75,55.25,370400.0
SH.688122,2021-05-19 11:30:00,55.75,55.55,55.94,55.45,316200.0
SH.688122,2021-05-19 13:30:00,55.55,55.53,55.81,55.4,223800.0
SH.688122,2021-05-19 14:00:00,55.49,55.53,55.8,55.46,252800.0
SH.688122,2021-05-19 14:30:00,55.59,55.84,55.9,55.48,295900.0
SH.688122,2021-05-19 15:00:00,55.88,55.6,56.2,55.56,391000.0
SH.688122,2021-05-20 10:00:00,55.5,54.85,56.35,54.8,910800.0
SH.688122,2021-05-20 10:30:00,54.86,54.99,55.05,54.62,713800.0
SH.688122,2021-05-20 11:00:00,54.93,55.59,55.78,54.88,517400.0
SH.688122,2021-05-20 11:30:00,55.6,55.37,56.08,55.37,356200.0
SH.688122,2021-05-20 13:30:00,55.45,55.01,55.45,55.01,248000.0
SH.688122,2021-05-20 14:00:00,55.01,55.36,55.36,54.86,220800.0
SH.688122,2021-05-20 14:30:00,55.38,55.22,55.38,55.19,268900.0
SH.688122,2021-05-20 15:00:00,55.22,54.96,55.25,54.91,395400.0
SH.688122,2021-05-21 10:00:00,55.44,53.65,55.57,53.49,1237100.0
SH.688122,2021-05-21 10:30:00,53.65,53.8,53.89,53.31,582000.0
SH.688122,2021-05-21 11:00:00,53.8,54.0,54.0,53.6,275000.0
SH.688122,2021-05-21 11:30:00,53.99,54.45,54.45,53.55,403500.0
SH.688122,2021-05-21 13:30:00,54.41,54.37,54.44,54.12,239500.0
SH.688122,2021-05-21 14:00:00,54.33,53.86,54.38,53.86,576200.0
SH.688122,2021-05-21 14:30:00,53.86,53.93,54.3,53.85,343200.0
SH.688122,2021-05-21 15:00:00,53.92,54.15,54.5,53.9,582800.0
SH.688122,2021-05-24 10:00:00,54.11,54.12,54.63,53.85,563700.0
SH.688122,2021-05-24 10:30:00,54.18,55.52,55.68,54.12,734800.0
SH.688122,2021-05-24 11:00:00,55.52,55.47,55.58,54.98,407600.0
SH.688122,2021-05-24 11:30:00,55.46,55.69,55.88,55.23,401700.0
SH.688122,2021-05-24 13:30:00,55.69,55.84,56.18,55.43,865700.0
SH.688122,2021-05-24 14:00:00,55.88,55.8,56.09,55.7,423300.0
